"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.587891583E2,-7.321775851E0,-5.371545244E0,1.651367575E0
3.587991543E2,-7.756416348E0,-2.768449035E0,1.977132039E0
3.588091513E2,-7.581658859E0,1.009375017E0,1.427078030E0
3.588191473E2,-5.423617038E0,7.218549691E0,2.942357508E0
3.588291443E2,4.389224124E-1,1.625391465E1,5.612469240E0
3.588391403E2,7.732241035E0,2.521856632E1,5.593956955E0
3.588491373E2,1.259271800E1,3.082524857E1,7.916684874E-1
3.588591333E2,8.918156941E0,2.629296412E1,2.807842312E0
3.588691303E2,1.491566241E-1,1.421083436E1,3.752741252E0
3.588791263E2,-4.806437286E0,9.932480457E0,2.511873797E0
3.588891233E2,-3.150302038E0,1.144966218E1,1.364940108E0
3.588991193E2,-6.949424574E-1,1.244179317E1,-7.671394908E-1
3.589091163E2,2.697106865E0,1.229561512E1,-1.580844453E0
3.589191123E2,6.576158792E0,1.040637156E1,-1.466134361E0
3.589291093E2,8.688914512E0,6.384099977E0,3.697662234E-1
3.589391053E2,8.538526465E0,2.292478665E0,8.455880749E-1
3.589491023E2,6.962345751E0,-1.300334222E0,1.056295999E0
3.589590983E2,5.237901868E0,-3.923404520E0,7.086035997E-1
3.589690953E2,3.855723291E0,-5.821704835E0,-4.125561476E-2
3.589790923E2,2.750177948E0,-6.906111324E0,-8.109146708E-1
3.589890883E2,1.964144642E0,-7.387522529E0,-1.511393418E0
3.589990853E2,1.359502782E0,-7.599033861E0,-2.019390305E0
3.590090813E2,1.007413276E0,-7.485301423E0,-2.601354908E0
3.590190783E2,8.432196602E-1,-7.463549196E0,-3.113906044E0
3.590290743E2,3.341020086E-1,-7.666258714E0,-3.438160465E0
3.590390713E2,-4.556270304E-1,-8.205928652E0,-3.494113056E0
3.590490673E2,-1.327499802E0,-9.050955979E0,-2.920988274E0
3.590590643E2,-1.718797812E0,-9.846035221E0,-1.993496495E0
3.590690603E2,-2.059841635E0,-1.092882028E1,-9.124631920E-1
3.590790573E2,-2.137657258E0,-1.198586355E1,-7.002091907E-2
3.590890533E2,-2.125887690E0,-1.278591468E1,5.509703401E-1
3.590990503E2,-1.935365523E0,-1.265996916E1,1.068773373E0
3.591090463E2,-1.413457672E0,-1.172770664E1,1.495638242E0
3.591190433E2,-1.271331740E0,-1.061885236E1,1.783069237E0
3.591290393E2,-1.530609269E0,-9.426101056E0,1.670813221E0
3.591390363E2,-1.763577543E0,-8.474237498E0,1.507386467E0
3.591490323E2,-1.265665496E0,-7.556695341E0,1.801443527E0
3.591590293E2,1.925692767E-2,-6.124452612E0,3.175953773E0
3.591690253E2,1.816186697E0,-3.745077306E0,5.022598616E0
3.591790223E2,3.324915100E0,2.536837900E-1,5.730699940E0
3.591890193E2,4.313869009E0,5.312752660E0,4.938851286E0
3.591990153E2,4.846163270E0,1.004235783E1,2.745547246E0
3.592090123E2,6.519973481E0,1.398486052E1,1.588210775E0
3.592190083E2,8.649756879E0,1.748810751E1,6.710144084E-2
3.592290053E2,9.834717350E0,1.996101196E1,-3.851945112E0
3.592390013E2,9.660852731E0,1.945186682E1,-7.964417596E0
3.592489983E2,7.123621899E0,1.544947811E1,-9.263235050E0
3.592589943E2,7.375994743E0,1.208788811E1,-6.049274960E0
3.592689913E2,9.289339360E0,9.875769482E0,-2.705487971E0
3.592789873E2,1.027688263E1,7.738464811E0,-1.584091997E0
3.592889843E2,9.433628762E0,5.501613048E0,-1.749408571E0
3.592989803E2,8.045224947E0,3.336920604E0,-1.776535558E0
3.593089773E2,6.864237658E0,8.922465169E-1,-2.014635934E0
3.593189743E2,5.837565408E0,-1.254713076E0,-3.026024732E0
3.593289703E2,4.219405486E0,-1.554774642E0,-6.348936722E-1
3.593389673E2,1.493437350E0,-1.174690422E0,1.030994439E0
3.593489633E2,-6.702461573E-1,-2.185471110E0,1.942793534E0
3.593589603E2,-2.175659774E0,-3.062928849E0,3.306118641E0
3.593689563E2,-4.138918270E0,-4.113335533E0,4.215205139E0
3.593789533E2,-5.988558058E0,-4.611287341E0,4.792891334E0
3.593889493E2,-7.265426819E0,-4.623674083E0,4.678012258E0
3.593989463E2,-8.212766386E0,-4.672550374E0,3.498418361E0
3.594089423E2,-8.686979084E0,-5.433499417E0,1.908365274E0
3.594189393E2,-7.555142321E0,-6.929244663E0,9.592737347E-1
3.594289353E2,-6.009374145E0,-8.152365818E0,5.450762737E-1
3.594389323E2,-5.908673982E0,-9.395680917E0,6.610072643E-1
3.594489283E2,-6.164313081E0,-1.046324859E1,1.142445951E0
3.594589253E2,-6.806808060E0,-1.102577764E1,2.070440006E0
3.594689223E2,-8.076215774E0,-1.114892117E1,3.533944874E0
3.594789183E2,-9.243740433E0,-1.096385679E1,5.025914572E0
3.594889153E2,-9.527319868E0,-1.059853445E1,5.139178648E0
3.594989113E2,-8.486699084E0,-9.579528487E0,3.365148622E0
3.595089083E2,-7.119527094E0,-8.466986951E0,1.743159651E0
3.595189043E2,-7.359258842E0,-7.533492420E0,1.617853820E0
3.595289013E2,-8.210667236E0,-6.055623282E0,2.592145543E0
3.595388973E2,-9.166966492E0,-3.615288999E0,3.808641218E0
3.595488943E2,-9.032328504E0,2.946628314E-1,4.765678977E0
3.595588903E2,-5.450692570E0,5.460444556E0,5.111354088E0
3.595688873E2,2.541080347E0,1.168047985E1,4.601455248E0
3.595788843E2,1.679937217E1,1.974353062E1,6.334738367E0
3.595888803E2,2.265092061E1,2.504734815E1,1.433460705E0
3.595988773E2,1.318895507E1,2.508443353E1,-8.083337098E0
3.596088733E2,6.741137397E0,2.008528634E1,-9.449686385E0
3.596188703E2,3.764234831E0,1.304474753E1,-5.512736791E0
3.596288666E2,-7.329052126E-1,1.041653402E1,3.363838480E-1
3.596388636E2,-3.868895313E0,1.040140610E1,4.339799364E0
3.596488596E2,-3.535888488E0,1.004617138E1,4.868635581E0
3.596588566E2,-5.507632756E-1,8.291277536E0,3.404565872E0
3.596688526E2,2.495078547E0,4.802235185E0,2.894247202E0
3.596788496E2,4.140072511E0,1.648939957E0,1.667939315E0
3.596888466E2,5.389343584E0,-4.758850014E-1,5.387875932E-1
3.596988426E2,6.122627696E0,-1.768241283E0,-4.795593917E-1
3.597088396E2,5.570066401E0,-2.813785422E0,-2.078888648E0
3.597188356E2,4.614267959E0,-4.117101139E0,-3.380923825E0
3.597288326E2,2.929583973E0,-5.786771815E0,-3.866812243E0
3.597388286E2,6.714012748E-1,-6.719662912E0,-3.715279895E0
3.597488256E2,-6.853202793E-1,-6.689546244E0,-3.970434260E0
3.597588216E2,-1.439985905E0,-6.529723129E0,-4.907341225E0
3.597688186E2,-2.131708301E0,-6.327135233E0,-4.746588403E0
3.597788146E2,-2.866501579E0,-6.277624519E0,-4.011253672E0
3.597888116E2,-3.326664587E0,-7.071051922E0,-3.110822223E0
3.597988086E2,-3.319679796E0,-8.734243882E0,-1.877506447E0
3.598088046E2,-3.471820254E0,-1.037897384E1,-5.547218772E-1
3.598188016E2,-3.297074752E0,-1.147225348E1,3.282439756E-1
3.598287976E2,-2.900651365E0,-1.231545005E1,4.839979766E-1
3.598387946E2,-2.470461477E0,-1.245570955E1,9.937430710E-1
3.598487906E2,-2.011377865E0,-1.208400789E1,1.707834283E0
3.598587876E2,-1.312711316E0,-1.144531653E1,2.263778776E0
3.598687836E2,-6.066664580E-1,-1.072246736E1,2.454616107E0
3.598787806E2,-1.699177480E-1,-1.007896023E1,1.937381351E0
3.598887766E2,1.731237763E-1,-9.142392983E0,1.602677372E0
3.598987736E2,7.523299554E-1,-7.196913823E0,2.153608462E0
3.599087706E2,2.292597948E0,-3.853698108E0,3.031686006E0
3.599187666E2,4.991111360E0,1.266008143E0,3.506825488E0
3.599287636E2,8.538299593E0,7.125271398E0,3.893228209E0
3.599387596E2,1.001901574E1,1.160361001E1,3.043221978E0
3.599487566E2,9.150879632E0,1.429101372E1,3.803204477E-1
3.599587526E2,1.026787207E1,1.693428848E1,-3.400900252E0
3.599687496E2,9.670314696E0,1.753350296E1,-4.847368673E0
3.599787456E2,6.799258136E0,1.572065326E1,-2.669479648E0
3.599887426E2,5.130908346E0,1.250015423E1,-1.909366610E-1
3.599987396E2,4.942818621E0,9.570472904E0,8.728985189E-1
3.600087356E2,5.799474306E0,8.292193210E0,-1.928221688E-2
3.600187326E2,6.930509416E0,7.554700271E0,-1.287941049E0
3.600287286E2,7.092110084E0,6.469209124E0,-2.479789540E0
3.600387256E2,6.319869483E0,4.569759246E0,-3.145952879E0
3.600487216E2,5.348097324E0,2.474956816E0,-3.424158722E0
3.600587186E2,3.397253344E0,1.156121419E0,-2.609373195E0
3.600687146E2,6.387571469E-1,9.432418388E-1,-1.464605314E0
3.600787116E2,-1.247439140E0,4.516120398E-1,-3.866752017E-1
3.600887086E2,-2.718354769E0,-9.753857374E-2,8.129465052E-1
3.600987046E2,-4.173264230E0,-9.659348828E-1,2.569723810E0
3.601087016E2,-5.361398571E0,-2.076453282E0,3.314064422E0
3.601186976E2,-6.134211615E0,-3.474573416E0,3.035957982E0
3.601286946E2,-6.503156304E0,-5.352005019E0,2.954426746E0
3.601386906E2,-5.883533878E0,-7.178175836E0,2.015692964E0
3.601486876E2,-4.497324231E0,-8.026144897E0,1.194319452E0
3.601586836E2,-3.964540266E0,-8.527882193E0,1.465489267E0
3.601686806E2,-4.047150899E0,-9.287175305E0,1.516008187E0
3.601786776E2,-4.886264644E0,-1.036391843E1,1.731515067E0
3.601886736E2,-5.382378380E0,-1.092795255E1,2.382021171E0
3.601986706E2,-5.953499322E0,-1.146226176E1,2.471663665E0
3.602086666E2,-6.552660002E0,-1.177505271E1,2.536221018E0
3.602186636E2,-7.268871998E0,-1.174597802E1,2.030338485E0
3.602286596E2,-8.138466986E0,-1.117649547E1,1.390606315E0
3.602386566E2,-8.722030803E0,-1.000779610E1,6.951076412E-1
3.602486526E2,-8.532358822E0,-8.556670960E0,2.238840401E-2
3.602586496E2,-7.725766997E0,-7.171563220E0,3.458597361E-1
3.602686466E2,-7.270862975E0,-5.766876664E0,1.451619233E0
3.602786426E2,-7.482799984E0,-3.642409555E0,2.204262891E0
3.602886396E2,-7.963901287E0,-6.564376652E-2,2.339086236E0
3.602986356E2,-6.607142018E0,5.783616073E0,3.475109605E0
3.603086326E2,-3.130570024E-2,1.362368970E1,6.750552583E0
3.603186286E2,1.165767922E1,2.361628889E1,8.564592767E0
3.603286256E2,2.092956815E1,3.164382835E1,1.302424602E0
3.603386226E2,1.352954719E1,2.797436139E1,-6.565922656E0
3.603486186E2,4.788826350E0,1.615544520E1,-1.613048578E0
3.603586156E2,6.768061486E-1,9.142112902E0,2.631813054E0
3.603686116E2,-2.000364050E0,7.195896993E0,3.601453317E0
3.603786086E2,-9.925882459E-1,7.561509354E0,7.956231055E-1
3.603886046E2,1.983256266E0,8.177104218E0,-1.894406070E0
3.603986016E2,2.727833106E0,7.050511238E0,-3.137190827E0
3.604085976E2,3.449335371E0,4.626265569E0,-1.882557272E0
3.604185946E2,4.110456364E0,2.051469299E0,-6.636051822E-1
3.604285916E2,3.957826786E0,-1.209438086E-1,-4.426027230E-1
3.604385876E2,3.267880482E0,-1.536275221E0,-5.864980225E-1
3.604485846E2,2.421827261E0,-2.771811769E0,-1.027687912E0
3.604585806E2,1.784262361E0,-4.547331081E0,-1.661410899E0
3.604685776E2,1.245107855E0,-6.146914106E0,-2.114248515E0
3.604785736E2,9.447819954E-1,-7.010180653E0,-2.538170480E0
3.604885706E2,4.387519661E-1,-7.530101620E0,-2.986868268E0
3.604985676E2,-1.005256239E-1,-8.019874343E0,-3.030468616E0
3.605085636E2,-3.718756065E-1,-8.464171516E0,-3.212665517E0
3.605185606E2,-1.056514685E0,-9.294056894E0,-2.838102238E0
3.605285566E2,-1.555590913E0,-1.014479987E1,-1.803213480E0
3.605385536E2,-1.812631005E0,-1.088514274E1,-1.071994165E0
3.605485496E2,-1.964965591E0,-1.151193269E1,-6.901562190E-1
3.605585466E2,-1.958838586E0,-1.204787444E1,-3.714087429E-1
3.605685436E2,-1.569724218E0,-1.232772686E1,2.025018688E-1
3.605785396E2,-1.241412707E0,-1.202987905E1,7.661646869E-1
3.605885366E2,-9.175854260E-1,-1.134996598E1,1.136766477E0
3.605985326E2,-8.670897487E-1,-1.020999750E1,7.843647303E-1
3.606085296E2,-1.213277075E0,-8.900138161E0,2.296692753E-1
3.606185256E2,-9.054001209E-1,-7.570183699E0,7.628960934E-1
3.606285230E2,2.630054212E-1,-5.971788828E0,2.737325476E0
3.606385200E2,2.517250604E0,-3.331851068E0,4.779695923E0
3.606485160E2,4.993857797E0,-4.935283899E-2,5.875666450E0
3.606585130E2,6.046521506E0,2.705887336E0,5.494072478E0
3.606685090E2,5.574158868E0,6.547433175E0,3.626772346E0
3.606785060E2,5.833960015E0,1.223553966E1,3.876494647E0
3.606885020E2,7.239850513E0,1.642557136E1,1.774585512E0
3.606984990E2,6.348929560E0,1.963497589E1,-1.606425437E0
3.607084950E2,4.151753201E0,2.036907510E1,-1.454983867E0
3.607184920E2,2.351317734E0,1.825490553E1,5.776837103E-1
3.607284890E2,4.850949508E0,1.300129336E1,-1.901655594E-1
3.607384850E2,8.055393255E0,1.020194120E1,-9.927578151E-2
3.607484820E2,7.688233720E0,7.790465269E0,-1.268859684E0
3.607584780E2,7.084564252E0,5.332225642E0,-2.906736270E0
3.607684750E2,6.785815387E0,3.114200744E0,-3.805083187E0
3.607784720E2,5.959557037E0,1.622967795E0,-3.686608073E0
3.607884680E2,3.234970013E0,1.878834350E0,-2.704941257E0
3.607984650E2,8.549941984E-1,2.296130251E0,-1.988100684E0
3.608084610E2,-5.983397305E-1,1.841432050E0,-1.112536858E0
3.608184580E2,-2.051278095E0,1.058271189E0,2.243459702E-1
3.608284540E2,-3.675872878E0,-1.988965487E-1,1.221813717E0
3.608384510E2,-5.032862819E0,-1.785064307E0,1.208839331E0
3.608484480E2,-5.328921965E0,-3.607173648E0,1.201421480E0
3.608584440E2,-4.566833299E0,-5.454649966E0,1.314579940E0
3.608684410E2,-3.186474961E0,-6.626268260E0,1.384310326E0
3.608784370E2,-2.868817369E0,-7.485259908E0,1.211686194E0
3.608884340E2,-3.287729148E0,-8.302622888E0,1.660040311E0
3.608984300E2,-3.945553772E0,-9.254013407E0,2.449085080E0
3.609084270E2,-4.679571418E0,-1.019654539E1,2.487744677E0
3.609184240E2,-5.372314153E0,-1.101116661E1,2.269117869E0
3.609284200E2,-6.066351753E0,-1.149910390E1,1.843474483E0
3.609384170E2,-6.908927928E0,-1.175529614E1,1.616386753E0
3.609484130E2,-8.060983193E0,-1.184038249E1,1.533051651E0
3.609584100E2,-8.982386851E0,-1.146126656E1,1.252150826E0
3.609684060E2,-9.289863271E0,-1.060632528E1,1.113788162E0
3.609784030E2,-8.844274448E0,-9.182251114E0,4.605780141E-1
3.609884000E2,-7.803939008E0,-7.641936051E0,2.248850834E-1
3.609983960E2,-7.226100785E0,-6.275092674E0,8.451267296E-1
3.610083930E2,-7.484557657E0,-4.563819644E0,1.407996081E0
3.610183890E2,-7.649153270E0,-1.878956557E0,1.538888342E0
3.610283860E2,-6.293940589E0,2.707852585E0,2.130438870E0
3.610383820E2,-1.607296087E0,8.946898929E0,3.197787277E0
3.610483790E2,7.361085513E0,1.667607193E1,5.711778350E0
3.610583760E2,1.757025738E1,2.288869880E1,5.345204707E0
3.610683720E2,1.488061888E1,2.305097541E1,-2.985045106E0
3.610783690E2,6.682837733E0,1.857540662E1,-4.370976718E0
3.610883650E2,4.041835780E0,1.507315716E1,-1.242064379E0
3.610983620E2,4.337391481E-1,1.377786675E1,-6.298152924E-1
3.611083580E2,-2.693869554E0,1.340780582E1,1.022423591E0
3.611183550E2,-2.655434928E0,1.359294271E1,9.279999018E-1
3.611283520E2,-5.521432185E-1,1.242068823E1,-6.226724068E-1
3.611383480E2,2.643150221E0,9.390236574E0,-8.788085190E-1
3.611483450E2,4.502330325E0,5.408057013E0,-4.048746604E-1
3.611583410E2,5.774245909E0,1.663783699E0,-1.343370314E0
3.611683380E2,5.745572333E0,-1.022408461E0,-1.223093673E0
3.611783350E2,4.916813715E0,-2.717098203E0,-6.657838547E-1
3.611883310E2,3.698192869E0,-4.080113407E0,-3.698257919E-1
3.611983280E2,2.515299388E0,-4.669205766E0,-5.611472728E-1
3.612083240E2,1.387132338E0,-5.662266467E0,-8.002633828E-1
3.612183210E2,8.577046752E-2,-6.584202222E0,-1.150418557E0
3.612283170E2,-8.558388287E-1,-7.149809239E0,-2.023401495E0
3.612383140E2,-1.524777549E0,-7.804052444E0,-2.894136105E0
3.612483110E2,-2.032559696E0,-8.550837777E0,-3.100325886E0
3.612583070E2,-2.264832444E0,-9.313326977E0,-2.771459182E0
3.612683040E2,-2.415271655E0,-1.002496353E1,-2.054970027E0
3.612783000E2,-2.531916883E0,-1.101919250E1,-1.180934152E0
3.612882970E2,-2.548730259E0,-1.202886631E1,-2.583551306E-1
3.612982940E2,-2.415076943E0,-1.266273489E1,5.639925279E-1
3.613082900E2,-1.990227317E0,-1.272369095E1,9.848927253E-1
3.613182870E2,-1.707283767E0,-1.223646703E1,1.035540723E0
3.613282830E2,-1.545739817E0,-1.147697102E1,9.235788220E-1
3.613382800E2,-1.223161793E0,-1.021730067E1,9.164229995E-1
3.613482760E2,-1.001284517E0,-8.807072123E0,5.178510163E-1
3.613582730E2,-6.114652678E-1,-7.731002594E0,3.355254767E-1
3.613682700E2,1.439107946E-1,-6.620885898E0,1.222269142E0
3.613782660E2,1.381329269E0,-4.505538692E0,2.806711460E0
3.613882630E2,3.463311971E0,-1.019374341E0,3.880615180E0
3.613982590E2,6.458210512E0,4.346996702E0,3.695526246E0
3.614082560E2,9.022521554E0,1.123187679E1,1.827943109E0
3.614182530E2,1.001408303E1,1.582931090E1,-2.543661235E-1
3.614282490E2,1.083354341E1,1.841570980E1,-1.718463936E0
3.614382460E2,1.011227415E1,1.788016800E1,-4.330396457E0
3.614482420E2,7.575541502E0,1.467633821E1,-3.941609241E0
3.614582390E2,4.492440052E0,1.223596066E1,-2.970091437E0
3.614682350E2,3.052131380E0,1.015973132E1,-1.014854443E0
3.614782320E2,5.596687020E0,8.970169678E0,6.145002651E-1
3.614882290E2,7.622372437E0,7.849040921E0,9.754939109E-1
3.614982250E2,7.388755122E0,5.720825747E0,-5.668600756E-1
3.615082220E2,6.579421538E0,3.344303883E0,-2.350649105E0
3.615182180E2,5.028387945E0,1.718751034E0,-3.782931595E0
3.615282150E2,1.598687232E0,1.480559442E0,-2.252480201E0
3.615382120E2,-1.062276239E0,1.142606165E0,-3.921218830E-1
3.615482080E2,-2.297020782E0,7.164213270E-1,2.827865517E-1
3.615582050E2,-3.599867553E0,3.910401481E-1,1.123271762E0
3.615682010E2,-4.787267190E0,-3.322984350E-1,2.320570443E0
3.615781980E2,-5.729374377E0,-1.427428132E0,2.519587444E0
3.615881940E2,-6.160360948E0,-3.180290068E0,2.476133861E0
3.615981910E2,-5.872506030E0,-5.435786263E0,2.191364518E0
3.616081880E2,-4.784286864E0,-7.041090789E0,2.007512856E0
3.616181840E2,-4.262492741E0,-8.075770801E0,2.516388432E0
3.616281812E2,-3.926455597E0,-8.549436200E0,1.717960491E0
3.616381772E2,-4.200312281E0,-9.312854522E0,1.716785200E0
3.616481742E2,-4.745737633E0,-1.016731867E1,2.662014508E0
3.616581712E2,-5.400181983E0,-1.074575565E1,3.129656689E0
3.616681672E2,-6.195852377E0,-1.113644555E1,3.486340352E0
3.616781642E2,-7.259690700E0,-1.107309214E1,2.991071831E0
3.616881602E2,-8.487321228E0,-1.088512754E1,2.320679201E0
3.616981572E2,-9.593289324E0,-1.047411974E1,1.514188533E0
3.617081532E2,-1.008209199E1,-9.631233661E0,4.075034954E-1
3.617181502E2,-9.599045323E0,-8.390188451E0,-4.215473380E-1
3.617281472E2,-8.348161588E0,-6.780028982E0,-6.858381964E-2
3.617381432E2,-8.222261095E0,-5.014078054E0,7.683725955E-1
3.617481402E2,-8.395014158E0,-2.390949284E0,1.278326472E0
3.617581362E2,-7.078142256E0,2.025647995E0,1.748722692E0
3.617681332E2,-2.973404177E0,8.499876369E0,3.019731374E0
3.617781302E2,4.946339815E0,1.672861969E1,6.649329679E0
3.617881262E2,1.851166729E1,2.568334512E1,6.331746347E0
3.617981232E2,1.979546091E1,2.962922867E1,-3.915653450E0
3.618081192E2,7.253811325E0,2.374266360E1,-5.331504681E0
3.618181162E2,3.387188239E0,1.627833029E1,1.499206797E0
3.618281132E2,3.659251875E-1,1.188912955E1,4.897738928E0
3.618381092E2,-2.414288738E0,1.125555801E1,1.986623093E0
3.618481062E2,-1.554300140E0,1.080047155E1,-1.147527182E0
3.618581022E2,1.522369373E0,9.140347627E0,-1.779238141E0
3.618680992E2,4.360859573E0,7.196516213E0,-2.069903816E0
3.618780962E2,6.261253484E0,4.500886062E0,-2.095033979E0
3.618880922E2,6.776625903E0,1.509863348E0,-1.498751299E0
3.618980892E2,6.083735526E0,-1.393386812E0,-5.053391077E-1
3.619080852E2,5.000142385E0,-3.892486197E0,1.963735483E-1
3.619180822E2,3.581669263E0,-5.556004432E0,1.416206960E-1
3.619280782E2,2.502882241E0,-6.360578967E0,8.139145117E-2
3.619380752E2,1.627075756E0,-6.620258492E0,-2.488838472E-1
3.619480722E2,8.981364173E-1,-6.919086295E0,-1.366182057E0
3.619580682E2,1.867127055E-1,-7.163625625E0,-2.490874107E0
3.619680652E2,-3.899633834E-1,-7.440640390E0,-3.464540763E0
3.619780612E2,-1.067165388E0,-7.624446445E0,-3.731500656E0
3.619880582E2,-1.595216617E0,-7.855782761E0,-3.554190273E0
3.619980552E2,-1.868560500E0,-8.867064555E0,-2.799992425E0
3.620080512E2,-2.364600561E0,-1.041259533E1,-1.267365282E0
3.620180482E2,-2.807396169E0,-1.178622557E1,3.684698957E-1
3.620280442E2,-2.961533452E0,-1.274464971E1,1.469556736E0
3.620380412E2,-2.605723947E0,-1.296857936E1,1.608574288E0
3.620480382E2,-2.066111312E0,-1.252295370E1,1.161893790E0
3.620580342E2,-1.868483024E0,-1.181472724E1,4.444462405E-1
3.620680312E2,-1.907740938E0,-1.092480909E1,-1.708620733E-1
3.620780272E2,-1.784534257E0,-9.633138099E0,-5.698767272E-1
3.620880242E2,-1.606447656E0,-8.290439045E0,-4.943323821E-1
3.620980202E2,-7.492756623E-1,-6.848097589E0,4.759557162E-1
3.621080172E2,1.119436280E0,-4.667579656E0,2.182586094E0
3.621180142E2,3.503288507E0,-1.487584287E0,4.249766861E0
3.621280102E2,5.609671347E0,3.094778633E0,4.693524921E0
3.621380072E2,6.989668036E0,9.528641338E0,3.378968516E0
3.621480032E2,7.561603494E0,1.594155406E1,1.135055655E0
3.621580002E2,8.323898567E0,1.971962720E1,-1.719765526E0
3.621679972E2,7.730231931E0,2.106327292E1,-1.601538919E0
3.621779932E2,6.023627318E0,1.768362437E1,-2.092814961E0
3.621879902E2,5.029890679E0,1.199968169E1,-3.392633459E0
3.621979862E2,5.284846823E0,7.813682808E0,-1.879801480E0
3.622079832E2,7.111140432E0,6.832648076E0,1.552289575E-1
3.622179802E2,8.645364450E0,6.425072587E0,7.866984272E-1
3.622279762E2,9.270193237E0,5.634552419E0,-4.649678113E-1
3.622379732E2,8.943706934E0,3.751289973E0,-1.367916779E0
3.622479692E2,7.443015529E0,1.711315715E0,-1.418190116E0
3.622579662E2,3.220700468E0,1.959955696E0,-1.177951999E0
3.622679632E2,4.767442498E-1,2.100617486E0,-1.667432361E0
3.622779592E2,-1.092259884E0,1.328718361E0,-1.206957112E0
3.622879562E2,-2.714499992E0,5.996600318E-1,-2.764130867E-1
3.622979522E2,-3.895957397E0,-4.184659284E-1,4.901206326E-1
3.623079492E2,-4.806503945E0,-1.634690877E0,1.268642898E0
3.623179462E2,-5.332168924E0,-2.849078046E0,1.619565300E0
3.623279422E2,-5.185816040E0,-4.835668395E0,2.194930735E0
3.623379392E2,-4.587876259E0,-6.537876486E0,2.418692422E0
3.623479352E2,-4.545042481E0,-7.916668063E0,2.703356076E0
3.623579322E2,-4.937567822E0,-9.188026409E0,2.731968257E0
3.623679282E2,-5.542731253E0,-1.015929161E1,2.665301812E0
3.623779252E2,-6.133158531E0,-1.079040733E1,2.819913304E0
3.623879222E2,-6.597195904E0,-1.115894330E1,2.881106755E0
3.623979182E2,-7.304249407E0,-1.103830120E1,2.800622755E0
3.624079152E2,-8.118858349E0,-1.036044051E1,2.456543934E0
3.624179112E2,-8.495863425E0,-9.384765919E0,1.990535173E0
3.624279082E2,-8.557670249E0,-8.641523414E0,1.812845598E0
3.624379052E2,-8.352977940E0,-8.111042960E0,1.520639766E0
3.624479012E2,-7.562289957E0,-7.469129194E0,1.299773474E0
3.624578982E2,-6.783821486E0,-6.600994840E0,9.860434574E-1
3.624678942E2,-6.878073925E0,-5.123560735E0,5.349103045E-1
3.624778912E2,-7.197342424E0,-2.683558574E0,5.360447375E-1
3.624878882E2,-6.546042123E0,1.523693182E0,7.111383677E-1
3.624978842E2,-2.366658489E0,8.621527691E0,1.353014127E0
3.625078812E2,7.777210801E0,1.823693235E1,5.470174323E0
3.625178772E2,1.837230943E1,2.674741908E1,5.516165598E0
3.625278742E2,1.527369210E1,2.823402220E1,-2.564637317E0
3.625378712E2,6.732940770E0,2.114898140E1,-4.070410538E0
3.625478672E2,1.988609392E0,1.176470080E1,-2.595853116E-1
3.625578642E2,-1.976098105E0,8.482551069E0,3.328513477E0
3.625678602E2,-3.945209956E0,1.002138620E1,3.840293366E0
3.625778572E2,-2.725106549E0,1.209874522E1,-2.536744344E-1
3.625878542E2,1.642637828E0,1.094570236E1,-5.423962024E0
3.625978502E2,5.109692309E0,7.246091831E0,-2.718737762E0
3.626078472E2,7.836286390E0,3.890598131E0,-6.758043013E-1
3.626178432E2,8.754944195E0,6.023292857E-1,6.534503227E-1
3.626278393E2,7.273028199E0,-2.936211500E0,1.940958678E0
3.626378363E2,5.577177785E0,-5.869100611E0,1.650563729E0
3.626478322E2,3.526379161E0,-7.667497739E0,7.276034691E-1
3.626578293E2,1.428099393E0,-7.969639744E0,-4.269538198E-1
3.626678253E2,-2.983541787E-1,-8.172552161E0,-1.587851756E0
3.626778223E2,-1.292811195E0,-8.359376548E0,-2.469022477E0
3.626878193E2,-1.549674116E0,-8.244212712E0,-3.271627085E0
3.626978153E2,-1.633578444E0,-7.711406820E0,-3.812812622E0
3.627078123E2,-1.793229944E0,-7.578400791E0,-3.659913779E0
3.627178083E2,-1.953531653E0,-8.042172115E0,-3.156710002E0
3.627278053E2,-2.084117520E0,-8.761245739E0,-2.149607797E0
3.627378023E2,-2.171396569E0,-9.633652069E0,-9.910837573E-1
3.627477983E2,-2.086211700E0,-1.064515781E1,-1.269951286E-1
3.627577953E2,-1.746839304E0,-1.130384198E1,3.776371239E-1
3.627677913E2,-1.550273748E0,-1.143701114E1,7.642024344E-1
3.627777883E2,-1.618894332E0,-1.101202615E1,1.041861563E0
3.627877852E2,-1.388072278E0,-1.043101406E1,1.131010551E0
3.627977813E2,-1.549510394E0,-9.612717283E0,1.165900887E0
3.628077783E2,-1.585095671E0,-8.819667610E0,1.008302053E0
3.628177743E2,-1.454892797E0,-8.236118411E0,1.001602314E0
3.628277713E2,-8.874564779E-1,-7.116481279E0,1.746179153E0
3.628377673E2,4.068077499E-1,-4.844167323E0,3.117849407E0
3.628477643E2,2.794660641E0,-7.100256425E-1,4.503819026E0
3.628577613E2,6.179309435E0,5.281306334E0,4.661196250E0
3.628677573E2,8.666662349E0,1.132939431E1,2.374893415E0
3.628777543E2,7.501904007E0,1.496851773E1,2.992534804E-1
3.628877503E2,6.943127707E0,1.664912913E1,-5.428847373E-1
