"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.046344613E1,2.471480354E0,1.413041643E0,-1.856550611E0
9.047344313E1,2.582122538E0,1.524017118E0,-1.576475998E0
9.048344113E1,2.375603998E0,1.571592988E0,-1.402026512E0
9.049343813E1,2.173365473E0,1.950328841E0,-7.410667562E-1
9.050343613E1,2.075418033E0,2.909987907E0,-6.565136790E-2
9.051343313E1,2.135104071E0,4.312411591E0,-9.778167173E-2
9.052343113E1,2.064796565E0,5.750266478E0,-6.149271119E-1
9.053342813E1,1.580063119E0,6.405893134E0,-1.055419063E0
9.054342613E1,5.185666059E-1,6.055429155E0,-1.288823394E0
9.055342313E1,-5.554559585E-1,5.038563269E0,-1.029973004E0
9.056342113E1,-1.917393668E0,3.743357055E0,3.175973654E-1
9.057341813E1,-3.364303114E0,2.402497535E0,2.446677343E0
9.058341613E1,-4.376543852E0,1.446486547E0,3.949777801E0
9.059341313E1,-4.390667217E0,8.616456985E-1,4.861518935E0
9.060341113E1,-3.488823372E0,7.173451871E-1,4.765376676E0
9.061340913E1,-3.174376194E0,9.092110437E-1,3.865543982E0
9.062340612E1,-3.208513117E0,1.626319419E0,3.310887630E0
9.063340412E1,-2.942479422E0,2.376627114E0,2.811274627E0
9.064340113E1,-2.847489358E0,2.892633371E0,1.364114627E0
9.065339913E1,-2.200694043E0,3.043722500E0,3.945060852E-1
9.066339613E1,-1.313506537E0,2.612390943E0,-4.969488649E-1
9.067339413E1,-5.007160798E-1,2.044227523E0,-1.093113285E0
9.068339113E1,3.238316667E-1,1.188786889E0,-1.203812918E0
9.069338913E1,9.799234691E-1,-8.258724332E-2,-1.065162571E0
9.070338613E1,1.344643838E0,-1.258120834E0,-8.474486589E-1
9.071338413E1,1.429524944E0,-2.352594473E0,-5.535512280E-1
9.072338113E1,1.455963714E0,-3.485641610E0,-3.200895949E-1
9.073337913E1,1.112966044E0,-4.521297523E0,-1.795726705E-1
9.074337613E1,6.917054388E-1,-5.300117412E0,1.837955296E-1
9.075337413E1,2.916784126E-1,-6.052045371E0,5.020770923E-1
9.076337113E1,-5.234026918E-1,-5.858155208E0,1.008200165E0
9.077336913E1,-1.030147251E0,-5.102166942E0,1.153524671E0
9.078336613E1,-1.447534076E0,-4.786227847E0,6.391345847E-1
9.079336413E1,-1.652782747E0,-4.508987380E0,-1.577301040E-1
9.080336213E1,-1.725509538E0,-4.090547179E0,-7.507520112E-1
9.081335913E1,-1.867460931E0,-3.622650059E0,-8.380217048E-1
9.082335713E1,-1.695530279E0,-3.297456576E0,-9.506330848E-1
9.083335413E1,-1.282438234E0,-2.964231357E0,-1.220306890E0
9.084335213E1,-7.097663185E-1,-2.923038307E0,-1.419795177E0
9.085334913E1,-1.077334866E-1,-2.678545756E0,-1.301258082E0
9.086334713E1,3.559466216E-1,-2.301694461E0,-1.149704100E0
9.087334412E1,5.747935778E-1,-1.936748098E0,-1.186171868E0
9.088334212E1,6.627093887E-1,-1.531081139E0,-1.389387317E0
9.089333913E1,6.510345456E-1,-9.708956605E-1,-1.619160526E0
9.090333713E1,5.382674834E-1,-5.098783743E-1,-1.892616237E0
9.091333413E1,3.741750240E-1,-1.229710382E-1,-2.144361091E0
9.092333213E1,3.315084761E-1,2.261112446E-1,-2.165593500E0
9.093332913E1,4.594698206E-1,4.966654211E-1,-2.061290867E0
9.094332713E1,6.505322698E-1,7.221358109E-1,-1.950705986E0
9.095332413E1,7.564703688E-1,9.764867681E-1,-1.746965604E0
9.096332213E1,7.182795721E-1,1.231221887E0,-1.537589675E0
9.097331913E1,5.254600346E-1,1.491726454E0,-1.566007143E0
9.098331713E1,3.078547347E-1,1.911965259E0,-1.896857808E0
9.099331513E1,2.026978236E-1,2.542850007E0,-2.355353190E0
9.100331213E1,4.467679140E-1,3.242051868E0,-1.646331660E0
9.101331013E1,1.228784183E0,3.844843084E0,1.762771797E-1
9.102330713E1,2.243486599E0,4.588473845E0,7.400164501E-1
9.103330513E1,2.632389297E0,5.866506202E0,5.527712095E-1
9.104330213E1,2.093960723E0,6.749841562E0,8.176689358E-1
9.105330013E1,1.407585021E0,6.710403847E0,1.005438233E0
9.106329713E1,7.965445536E-1,5.992204381E0,6.254380667E-1
9.107329513E1,3.282331583E-1,5.074996685E0,5.839054401E-1
9.108329213E1,-2.807628304E-2,4.168774154E0,1.443408573E0
9.109329013E1,-8.371020108E-2,3.417226848E0,2.537119735E0
9.110328713E1,-6.132647485E-2,3.081107842E0,3.342222859E0
9.111328513E1,7.692275316E-2,2.852479371E0,3.494906523E0
9.112328212E1,3.639885896E-1,2.302699597E0,3.463371320E0
9.113328013E1,9.538597977E-1,1.865192211E0,2.926574703E0
9.114327713E1,1.303198773E0,1.593177400E0,2.234510977E0
9.115327513E1,1.442894602E0,1.241256879E0,1.557971900E0
9.116327213E1,1.467130727E0,7.147899538E-1,1.051260231E0
9.117327013E1,1.285821141E0,3.012017727E-2,6.413671978E-1
9.118326713E1,9.552450031E-1,-5.499212766E-1,2.501147957E-1
9.119326513E1,4.805683288E-1,-8.805971092E-1,-2.056054978E-1
9.120326313E1,2.143346599E-1,-1.079652702E0,-7.429948756E-1
9.121326013E1,-1.255362117E-1,-1.148812984E0,-1.123219721E0
9.122325813E1,-4.907641187E-1,-1.219514008E0,-1.377759397E0
9.123325513E1,-6.012840959E-1,-1.414967131E0,-1.463353279E0
9.124325313E1,-5.577401733E-1,-1.379853432E0,-1.145405081E0
9.125325013E1,-9.308261535E-1,-1.507038558E0,-6.957482037E-1
9.126324813E1,-1.379692926E0,-1.827392886E0,-3.611098592E-1
9.127324513E1,-1.753679669E0,-1.927467397E0,5.552530602E-2
9.128324313E1,-2.040250539E0,-1.926637677E0,4.466174944E-1
9.129324013E1,-2.120218814E0,-2.817158096E0,6.292634614E-1
9.130323813E1,-2.037921301E0,-3.675774937E0,9.431874597E-1
9.131323513E1,-2.041777393E0,-4.524757905E0,1.868276764E0
9.132323313E1,-1.705200258E0,-4.938068343E0,2.887824036E0
9.133323013E1,-1.088392097E0,-4.699384416E0,4.079600022E0
9.134322813E1,-1.029761627E0,-4.272875642E0,4.760997112E0
9.135322512E1,-7.882121252E-1,-4.399666082E0,4.626150963E0
9.136322312E1,-3.634051837E-1,-4.569008464E0,4.129599563E0
9.137322013E1,-4.236119168E-1,-4.715843743E0,3.120464866E0
9.138321813E1,-5.888396131E-1,-4.914426296E0,2.213786398E0
9.139321558E1,-4.446787038E-1,-4.876115339E0,1.228254426E0
9.140321358E1,-2.749916285E-2,-4.682415796E0,5.576232290E-1
9.141321158E1,4.631386560E-1,-4.019981226E0,-1.016515052E-1
9.142320858E1,9.232823682E-1,-3.228772257E0,-1.051504791E0
9.143320658E1,1.384689810E0,-2.456970781E0,-2.214457366E0
9.144320358E1,1.873583697E0,-1.305558710E0,-3.966580360E0
9.145320158E1,2.623240451E0,2.399627137E-1,-5.679884713E0
9.146319858E1,3.406268581E0,1.614158964E0,-6.066165812E0
9.147319658E1,4.115763296E0,2.668347042E0,-5.142964135E0
9.148319358E1,4.504290604E0,3.399265371E0,-4.197964039E0
9.149319158E1,4.836761239E0,3.790763356E0,-3.764477198E0
9.150318858E1,4.346618679E0,3.795073339E0,-3.881422681E0
9.151318658E1,3.065800124E0,3.287457837E0,-4.107893529E0
9.152318358E1,2.136975619E0,2.742409630E0,-3.919959340E0
9.153318158E1,1.551673133E0,2.167156461E0,-3.266922415E0
9.154317858E1,1.067004298E0,2.022029738E0,-2.096749552E0
9.155317658E1,5.438534747E-1,2.443708711E0,-1.035310488E0
9.156317358E1,4.931225932E-1,3.598055500E0,-5.862642069E-1
9.157317158E1,5.859130816E-1,5.130100846E0,-2.395044382E-1
9.158316858E1,5.989634822E-1,6.126902010E0,2.336221392E-1
9.159316658E1,5.951736094E-1,5.981775872E0,9.454082322E-1
9.160316358E1,6.602137971E-1,4.794757766E0,1.636020534E0
9.161316158E1,1.381926562E-1,2.819593461E0,2.235527223E0
9.162315858E1,-6.395364346E-1,7.049660468E-1,2.771807091E0
9.163315658E1,-1.257049331E0,-9.712038088E-1,3.325150158E0
9.164315358E1,-1.784873395E0,-1.749033764E0,4.139370260E0
9.165315158E1,-2.436813675E0,-1.469243910E0,5.016001203E0
9.166314958E1,-2.538178666E0,-2.105886412E-1,5.132975922E0
9.167314658E1,-1.952619634E0,1.281559398E0,4.668949074E0
9.168314458E1,-1.499991348E0,2.424640941E0,3.548078471E0
9.169314158E1,-1.661325675E0,3.125637313E0,2.237808660E0
9.170313958E1,-1.989122047E0,3.310139186E0,1.226671146E0
9.171313658E1,-1.951248023E0,3.175246845E0,5.605914219E-1
9.172313458E1,-1.521937264E0,2.601466590E0,2.030634208E-1
9.173313158E1,-7.168829647E-1,1.566949130E0,-9.032778740E-2
9.174312958E1,6.588321000E-2,5.297706020E-1,-5.064460588E-1
9.175312658E1,6.336013645E-1,-4.033900523E-1,-1.084857309E0
9.176312458E1,1.051866003E0,-1.348396581E0,-1.346925860E0
9.177312158E1,1.077924996E0,-2.282934839E0,-1.262582405E0
9.178311958E1,8.547728813E-1,-3.241765355E0,-8.009890223E-1
9.179311658E1,5.780221179E-1,-3.984885069E0,-1.340251994E-1
9.180311458E1,2.829602140E-1,-4.477180865E0,4.915214793E-1
9.181311158E1,8.844366834E-2,-4.886529815E0,8.866250038E-1
9.182310958E1,1.111834900E-1,-4.873253127E0,1.179122465E0
9.183310658E1,-8.645693064E-3,-4.516116890E0,1.167809272E0
9.184310458E1,-2.335361852E-1,-3.869385602E0,5.092971611E-1
9.185310158E1,-6.091260892E-1,-3.463689993E0,-3.568216574E-1
9.186309958E1,-8.527425818E-1,-3.315816248E0,-9.376597944E-1
9.187309658E1,-1.152920799E0,-3.212740946E0,-1.357122381E0
9.188309458E1,-1.484771776E0,-2.740050278E0,-1.385446293E0
9.189309158E1,-1.981545663E0,-2.263647214E0,-1.174118710E0
9.190308958E1,-2.207683220E0,-2.049495279E0,-8.386064994E-1
9.191308658E1,-2.348335361E0,-1.682509992E0,-4.821520472E-1
9.192308458E1,-2.588639260E0,-1.305999590E0,-4.138741100E-1
9.193308158E1,-2.124393434E0,-1.155816194E0,-5.018617686E-1
9.194307958E1,-1.482612984E0,-1.098625163E0,-1.154285905E0
9.195307758E1,-1.030207185E0,-8.545769995E-1,-1.792668611E0
9.196307458E1,-4.320188972E-1,-6.017135739E-1,-2.045103436E0
9.197307258E1,2.590170354E-2,-4.262129045E-1,-2.297836468E0
9.198306958E1,4.801824126E-1,-4.233606327E-1,-2.451593682E0
9.199306758E1,9.225242767E-1,-5.860301721E-1,-2.307748668E0
9.200306458E1,1.228064976E0,-4.433399838E-1,-1.943143197E0
9.201306258E1,1.344807852E0,-2.468940032E-1,-1.681946905E0
9.202305958E1,1.370713356E0,3.598025680E-2,-1.472358137E0
9.203305758E1,1.072539857E0,7.984583473E-1,-1.649360372E0
9.204305458E1,3.808341256E-1,1.815265176E0,-2.270199019E0
9.205305258E1,-2.458327335E-1,2.771705934E0,-3.177782782E0
9.206304958E1,-4.901586396E-1,3.693905983E0,-4.153497133E0
9.207304758E1,-2.581387836E-1,4.229736639E0,-4.523577937E0
9.208304458E1,4.128964555E-1,3.557660011E0,-3.067048212E0
9.209304258E1,2.008552198E0,3.132078606E0,-4.199386959E-1
9.210303958E1,3.605703951E0,3.733659448E0,8.557517052E-1
9.211303758E1,4.228952235E0,4.416414846E0,9.551510822E-1
9.212303458E1,3.774574462E0,4.574297270E0,1.546558135E0
9.213303258E1,3.184897382E0,4.412524109E0,2.139847040E0
9.214302958E1,2.400230570E0,4.001168979E0,1.894615985E0
9.215302758E1,1.577250754E0,2.689350241E0,2.195359336E0
9.216302458E1,1.175553178E0,1.641280105E0,3.177361783E0
9.217302258E1,1.218772288E0,1.520635089E0,3.800700699E0
9.218301958E1,1.276410632E0,1.873691724E0,3.645485190E0
9.219301758E1,1.399106851E0,2.542459413E0,3.176508089E0
9.220301458E1,1.591609469E0,3.039286802E0,2.273795203E0
9.221301258E1,1.609592873E0,3.266167540E0,1.866367940E0
9.222300958E1,1.348431079E0,3.119304194E0,1.468666205E0
9.223300758E1,1.099278297E0,2.576813559E0,9.575812581E-1
9.224300458E1,6.891192153E-1,1.733187225E0,7.198684068E-1
9.225300258E1,2.915427572E-1,9.551350754E-1,5.376701903E-1
9.226300058E1,-4.016107446E-1,2.666447282E-1,9.304571941E-2
9.227299758E1,-9.698074937E-1,-4.599004680E-1,-2.854702775E-1
9.228299558E1,-1.301764451E0,-1.084264401E0,-5.268084025E-1
9.229299258E1,-1.601552367E0,-1.685302037E0,-6.534042759E-1
9.230299058E1,-1.952363964E0,-2.070300842E0,-6.543091325E-1
9.231298758E1,-2.147294346E0,-2.291425581E0,-3.020121968E-1
9.232298558E1,-2.234041591E0,-2.324416741E0,-1.725606894E-1
9.233298258E1,-2.260481823E0,-2.593510868E0,-7.997119904E-2
9.234298058E1,-2.212221829E0,-3.044507781E0,7.505383685E-2
9.235297758E1,-2.093538262E0,-3.594320299E0,5.415910408E-2
9.236297558E1,-1.870175939E0,-4.196056092E0,2.132923937E-1
9.237297258E1,-1.840734770E0,-4.893980337E0,6.572355178E-1
9.238297058E1,-1.490491815E0,-5.087524930E0,1.318486172E0
9.239296758E1,-1.061875705E0,-5.003827300E0,1.335516773E0
9.240296558E1,-9.418931785E-1,-5.161255980E0,1.396168771E0
9.241296258E1,-2.269968054E-1,-5.092949976E0,1.868436685E0
9.242296058E1,5.232496409E-1,-4.935441774E0,1.768160591E0
9.243295758E1,8.874506307E-1,-4.946994703E0,1.395089521E0
9.244295558E1,1.187069416E0,-4.829504260E0,7.974493372E-1
9.245295258E1,1.401987043E0,-4.502872946E0,-1.954161398E-1
9.246295058E1,1.710417290E0,-4.011036741E0,-1.147351107E0
9.247294758E1,2.065874938E0,-3.249422284E0,-1.921565802E0
9.248294558E1,2.342998754E0,-2.165640863E0,-2.474177967E0
9.249294258E1,2.536005256E0,-9.340628797E-1,-2.908442488E0
9.250294058E1,2.354062709E0,8.637273073E-2,-2.972029788E0
9.251293758E1,2.074533057E0,8.647160715E-1,-2.852386401E0
9.252293558E1,1.909168535E0,1.436611184E0,-2.841179627E0
9.253293258E1,1.676568636E0,1.804624997E0,-2.516222956E0
9.254293058E1,1.493792861E0,1.969324105E0,-1.957045537E0
9.255292858E1,1.409349272E0,2.125634798E0,-1.600429702E0
9.256292558E1,1.101579030E0,2.306658747E0,-1.492933320E0
9.257292358E1,1.247569387E0,2.674690686E0,-1.332864476E0
9.258292058E1,1.642399554E0,2.967343245E0,-1.318945910E0
9.259291858E1,1.667650901E0,3.394394056E0,-1.345092319E0
9.260291558E1,1.193407651E0,3.964364265E0,-1.239724324E0
9.261291358E1,8.447979699E-1,4.631426906E0,-1.022110838E0
9.262291058E1,7.707742663E-1,5.643838967E0,-5.363357826E-1
9.263290858E1,7.985051250E-1,6.524209204E0,3.490857911E-1
9.264290558E1,5.322233628E-1,6.927682287E0,1.182770104E0
9.265290358E1,-8.444607317E-2,6.388442704E0,1.993551897E0
9.266290058E1,-1.074399417E0,4.774720527E0,2.976328661E0
9.267289858E1,-2.012569381E0,2.651406489E0,4.412287881E0
9.268289558E1,-2.800625094E0,1.056655603E0,5.632274344E0
9.269289358E1,-3.283948630E0,4.241102457E-1,5.975217050E0
9.270289058E1,-3.472298264E0,6.886681026E-1,5.542696170E0
9.271288858E1,-3.209089944E0,1.614884604E0,4.315519971E0
9.272288558E1,-2.704620537E0,2.624075434E0,2.877731742E0
9.273288358E1,-2.350764295E0,3.498520687E0,1.716358938E0
9.274288058E1,-1.737942765E0,4.237869532E0,6.632670669E-1
9.275287858E1,-8.696460052E-1,4.429703813E0,-3.594868183E-1
9.276287558E1,-2.833867684E-2,3.804313694E0,-1.146439015E0
9.277287358E1,4.537787256E-1,2.458877558E0,-1.559380055E0
9.278287058E1,8.490610287E-1,1.068095680E0,-1.749239147E0
9.279286858E1,1.259756738E0,-1.770577830E-1,-1.784656756E0
9.280286558E1,1.363025291E0,-1.500605451E0,-1.486878089E0
9.281286358E1,1.312690558E0,-2.777746108E0,-6.997167090E-1
9.282286058E1,9.191233899E-1,-3.946372967E0,2.783727810E-2
9.283285858E1,3.431780568E-1,-4.996363914E0,5.462048594E-1
9.284285558E1,-1.343264772E-1,-5.758118119E0,1.015952404E0
9.285285358E1,-6.246771978E-1,-6.278773497E0,1.339061355E0
9.286285158E1,-9.886342125E-1,-6.679054000E0,1.613175462E0
9.287284858E1,-1.049891398E0,-6.714996250E0,1.880334746E0
9.288284658E1,-1.306523354E0,-6.551101134E0,1.785056705E0
9.289284358E1,-1.485551795E0,-6.295402393E0,1.413284887E0
9.290284158E1,-1.646442026E0,-5.575291473E0,5.989712298E-1
9.291283858E1,-1.635843363E0,-4.735643000E0,-5.133972287E-1
9.292283658E1,-1.686616199E0,-3.890877044E0,-1.366227811E0
9.293283358E1,-2.106293086E0,-3.266611344E0,-1.694534791E0
9.294283158E1,-2.361433417E0,-2.220561420E0,-1.599958416E0
9.295282858E1,-2.458164783E0,-1.270591775E0,-9.202850123E-1
9.296282658E1,-2.384963490E0,-4.616768521E-1,-7.844623788E-1
9.297282358E1,-2.078504193E0,1.925681072E-1,-7.321216127E-1
9.298282158E1,-1.546026623E0,6.740108871E-1,-1.227574979E0
9.299281858E1,-7.102893519E-1,7.138660938E-1,-2.578529717E0
9.300281658E1,3.742831975E-2,6.488801390E-1,-3.128298966E0
9.301281358E1,6.840590349E-1,4.975629687E-1,-3.103509110E0
9.302281158E1,1.235748217E0,5.726874107E-1,-2.996722580E0
9.303280858E1,1.735272634E0,5.691434133E-1,-2.897646189E0
9.304280658E1,1.988574016E0,4.417618203E-1,-2.716541548E0
9.305280358E1,1.824720708E0,5.987028426E-1,-2.463847107E0
9.306280158E1,1.704634978E0,9.334804970E-1,-2.218268727E0
9.307279858E1,1.021009807E0,1.527413766E0,-2.326007184E0
9.308279658E1,2.604615900E-1,2.208482242E0,-2.368254486E0
9.309279458E1,-2.281805742E-1,2.888145048E0,-2.869742106E0
9.310279158E1,-5.793333560E-1,3.217339781E0,-3.482672979E0
9.311278958E1,-6.057613090E-1,3.253445168E0,-3.254305294E0
9.312278658E1,3.696144882E-1,3.108311428E0,-1.428772992E0
9.313278458E1,1.888572303E0,3.134190035E0,7.996092255E-1
9.314278158E1,2.937862169E0,3.752700906E0,1.466869941E0
9.315277958E1,3.021755680E0,4.148419411E0,1.952634544E0
9.316277658E1,3.008607338E0,4.411743506E0,2.875151950E0
9.317277458E1,2.740566003E0,4.406076969E0,2.480337424E0
9.318277158E1,1.996737022E0,3.643615835E0,2.246039347E0
9.319276958E1,1.439956377E0,2.660153924E0,2.698189477E0
9.320276658E1,1.386375708E0,2.179974727E0,3.239926990E0
9.321276458E1,1.660472713E0,2.103408946E0,3.360650944E0
9.322276158E1,1.766137455E0,2.411444360E0,3.158907970E0
9.323275958E1,1.721626695E0,2.877248762E0,2.524071089E0
9.324275658E1,1.447136757E0,3.233665207E0,1.910508863E0
9.325275458E1,1.206305147E0,3.468891676E0,1.407392209E0
9.326275158E1,5.854425269E-1,3.259566618E0,1.007907951E0
9.327274958E1,-1.766014078E-1,2.629147308E0,5.261501522E-1
9.328274658E1,-7.893960401E-1,1.959151120E0,1.765696867E-1
9.329274458E1,-1.221337754E0,1.233226313E0,8.842641905E-2
9.330274158E1,-1.649674952E0,5.049140882E-1,-4.964388415E-2
9.331273958E1,-2.004070892E0,-5.991758823E-2,-3.190859203E-1
9.332273658E1,-2.105847528E0,-4.267239511E-1,-4.447896548E-1
9.333273458E1,-2.049372780E0,-8.937738097E-1,-5.474724627E-1
9.334273258E1,-1.904803004E0,-1.521582338E0,-5.767541492E-1
9.335272958E1,-1.652654693E0,-2.071528172E0,-5.712813015E-1
9.336272758E1,-1.318351248E0,-2.621395655E0,-6.523737042E-1
9.337272458E1,-9.216312607E-1,-3.183992525E0,-7.322583644E-1
9.338272258E1,-5.473986416E-1,-3.669814870E0,-5.726296695E-1
9.339271938E1,-3.547678229E-1,-4.329856759E0,-4.161605175E-1
9.340271738E1,-3.395608230E-1,-5.049153746E0,-7.920974538E-2
9.341271438E1,-3.881120087E-1,-5.507964878E0,2.328327651E-1
9.342271238E1,-4.955573738E-1,-5.832684152E0,5.398944712E-1
9.343270938E1,-5.385158439E-1,-6.082974803E0,9.748641658E-1
9.344270738E1,-6.344652906E-2,-5.793351102E0,1.465345133E0
9.345270438E1,5.531097633E-1,-5.143479860E0,2.012956467E0
9.346270238E1,1.179019116E0,-4.684549445E0,2.439059590E0
9.347269938E1,1.615703799E0,-4.399636261E0,1.849369353E0
9.348269738E1,1.448764622E0,-4.088322898E0,8.670730841E-1
9.349269438E1,1.381983134E0,-3.456728883E0,3.025232434E-2
9.350269238E1,1.319402723E0,-2.764962341E0,-7.333379797E-1
9.351268938E1,1.083058559E0,-1.922354007E0,-1.560113150E0
9.352268738E1,7.932708438E-1,-1.108459010E0,-2.189686368E0
9.353268538E1,5.918903978E-1,-3.832294375E-1,-2.482937096E0
9.354268238E1,6.211758851E-1,4.184670979E-1,-2.693137482E0
9.355268038E1,5.491495903E-1,1.051251022E0,-2.733855153E0
9.356267738E1,6.496376458E-1,1.664653764E0,-2.833820322E0
9.357267538E1,9.315368825E-1,2.018176423E0,-2.830883850E0
9.358267238E1,1.164537170E0,1.850874719E0,-2.131573230E0
9.359267038E1,1.540546174E0,2.037948198E0,-1.394915274E0
9.360266738E1,1.812620626E0,2.268520283E0,-1.146263525E0
9.361266537E1,2.099390009E0,2.516066836E0,-9.875350821E-1
9.362266238E1,1.977248691E0,2.916119882E0,-7.579605317E-1
9.363266038E1,1.483921299E0,3.734284515E0,-7.063389730E-1
9.364265738E1,9.240980548E-1,4.685560429E0,-5.771646968E-1
9.365265538E1,4.698641235E-1,5.455736378E0,7.105185628E-2
9.366265238E1,3.887082785E-3,5.983661599E0,1.030892259E0
9.367265038E1,-3.496903932E-1,6.025385576E0,2.001174474E0
9.368264738E1,-5.226086399E-1,5.730553760E0,2.489225192E0
9.369264538E1,-1.158868880E0,4.849961329E0,2.700044214E0
9.370264238E1,-1.732315844E0,3.498346440E0,3.602612236E0
9.371264038E1,-2.174082926E0,2.377557991E0,4.441874793E0
9.372263738E1,-2.659002607E0,1.695158688E0,4.686677831E0
9.373263538E1,-3.086514763E0,1.532401441E0,4.577713798E0
9.374263238E1,-3.114146365E0,2.031780555E0,3.876336772E0
9.375263038E1,-2.995795212E0,2.680391137E0,2.786949041E0
9.376262838E1,-2.519745904E0,3.224541212E0,1.663541039E0
9.377262538E1,-2.170744166E0,3.134584723E0,5.532424951E-1
9.378262338E1,-1.566886418E0,2.368867859E0,-9.863097981E-2
9.379262038E1,-5.463009730E-1,1.530174821E0,-2.043147250E-1
9.380261838E1,1.856375487E-1,7.386512715E-1,-4.644256282E-1
9.381261538E1,8.247095682E-1,-1.210882348E-1,-8.375002793E-1
9.382261338E1,1.297210347E0,-9.985208309E-1,-9.433289623E-1
9.383261038E1,1.417839137E0,-2.027348950E0,-7.243800453E-1
9.384260838E1,1.318885683E0,-3.062494985E0,-1.569159523E-1
9.385260537E1,9.780775031E-1,-3.970844734E0,2.117311871E-1
9.386260337E1,5.245443606E-1,-4.918076128E0,4.381657827E-1
9.387260038E1,1.797580272E-2,-5.742668021E0,5.748784355E-1
9.388259838E1,-7.181443553E-1,-6.316189830E0,4.931365534E-1
9.389259538E1,-1.194426529E0,-6.670321768E0,6.267840958E-1
9.390259338E1,-1.383733205E0,-6.504978881E0,7.647433750E-1
9.391259038E1,-1.700193141E0,-6.177896748E0,6.493661157E-1
9.392258838E1,-1.999358182E0,-5.806340691E0,1.025214613E0
9.393258538E1,-2.185883777E0,-5.279445750E0,1.281793871E0
9.394258338E1,-2.354141647E0,-4.532071602E0,1.089880140E0
9.395258138E1,-2.884402538E0,-3.672399924E0,9.396884859E-1
9.396257838E1,-2.860010000E0,-2.766412450E0,6.396128869E-1
9.397257638E1,-2.363992743E0,-1.634320164E0,-3.016859952E-1
9.398257338E1,-2.104733633E0,-5.625395679E-1,-1.521956559E0
9.399257138E1,-1.662337098E0,-2.318871242E-1,-1.407447027E0
9.400256838E1,-1.067951547E0,2.169264382E-1,-1.577360097E0
9.401256638E1,-6.046994546E-1,7.613659501E-1,-2.509582858E0
9.402256338E1,-2.346861863E-1,9.249581802E-1,-2.673314252E0
9.403256138E1,1.202199233E-1,1.134470349E0,-2.982600385E0
9.404255838E1,4.724135095E-1,1.315306018E0,-3.396598456E0
9.405255638E1,6.879667291E-1,1.326060802E0,-3.585572280E0
9.406255338E1,7.335013363E-1,1.356972692E0,-3.435643823E0
9.407255138E1,7.946421620E-1,1.370461634E0,-3.245038626E0
9.408254838E1,7.722876719E-1,1.646216909E0,-3.094651748E0
9.409254638E1,6.408867028E-1,2.015176216E0,-2.910643380E0
9.410254337E1,4.777502632E-1,2.044324586E0,-2.468057102E0
9.411254137E1,5.780574936E-1,2.168679076E0,-1.831208779E0
9.412253838E1,5.708320892E-1,2.531991143E0,-1.740703236E0
9.413253638E1,2.949695179E-1,2.683096644E0,-2.173552730E0
9.414253438E1,1.193963429E-1,2.915544516E0,-2.479749194E0
9.415253138E1,2.022937810E-1,3.227194678E0,-1.817951971E0
9.416252938E1,8.621365723E-1,3.402640384E0,-3.407733893E-1
9.417252638E1,1.639405195E0,3.495375470E0,6.568036278E-1
9.418252438E1,1.867094895E0,3.747937179E0,6.867215645E-1
9.419252138E1,1.768106797E0,3.772053435E0,1.373613868E0
9.420251938E1,1.836184759E0,3.712314187E0,1.968821830E0
9.421251638E1,1.507161642E0,3.076204952E0,1.697881737E0
9.422251438E1,9.837329301E-1,1.668467318E0,1.969723470E0
9.423251138E1,7.944991976E-1,5.815751785E-1,2.830817192E0
9.424250938E1,9.487493312E-1,2.274654597E-1,3.288630788E0
9.425250638E1,1.249344163E0,4.909988844E-1,3.353599201E0
9.426250438E1,1.335335070E0,1.160095772E0,3.139199345E0
9.427250138E1,1.310517148E0,1.659522248E0,2.847252545E0
9.428249938E1,1.099034468E0,2.014085126E0,2.526951427E0
9.429249638E1,8.462372620E-1,2.266840963E0,1.924020609E0
9.430249438E1,5.854347794E-1,2.517157341E0,1.343149874E0
9.431249138E1,2.649057662E-1,2.549711714E0,9.232192183E-1
9.432248938E1,-7.850208610E-2,2.081938555E0,5.312851770E-1
9.433248738E1,-6.650668399E-1,1.586719735E0,1.038034268E-1
9.434248437E1,-1.102326158E0,1.127344932E0,-3.979967268E-1
9.435248237E1,-1.456109164E0,6.472861880E-1,-8.210264070E-1
9.436247938E1,-1.631624597E0,2.246535337E-1,-1.051272072E0
9.437247738E1,-1.570012778E0,-3.080921316E-1,-1.112482041E0
9.438247438E1,-1.451365025E0,-9.952674401E-1,-1.078811142E0
9.439247288E1,-1.348171024E0,-1.793165039E0,-1.120222439E0
9.440246988E1,-1.058745690E0,-2.483772663E0,-1.000809431E0
9.441246788E1,-6.886357968E-1,-2.891047021E0,-8.670672369E-1
9.442246488E1,-2.320797899E-1,-3.448170313E0,-6.960291624E-1
9.443246288E1,-2.212647799E-1,-4.194625863E0,-5.594019520E-1
9.444245988E1,-1.707066835E-1,-4.783500121E0,-3.486380406E-1
9.445245788E1,1.237123190E-1,-5.220484182E0,-1.308816632E-1
9.446245487E1,4.329604451E-1,-5.424798760E0,2.631378606E-2
9.447245287E1,5.316070662E-1,-5.594204877E0,3.109760515E-1
9.448245087E1,5.570560491E-1,-5.724679062E0,4.928161991E-1
9.449244788E1,8.678257670E-1,-5.468457581E0,8.046436782E-1
9.450244588E1,1.123211974E0,-5.246599016E0,1.177346081E0
9.451244288E1,1.164991645E0,-4.637547187E0,1.163808753E0
