"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.139844782E2,6.045794769E1,2.481007493E1,6.610671890E1,1.557285823E0,1.904009004E2,2.123911602E0,3.000000000E0
2.149844571E2,6.045793578E1,2.481007638E1,6.601420173E1,1.560033404E0,1.857408102E2,2.117716025E0,3.000000000E0
2.159844365E2,6.045792522E1,2.481007967E1,6.558405500E1,1.506184376E0,1.807362111E2,2.111830220E0,3.000000000E0
2.169844149E2,6.045791438E1,2.481009757E1,6.507180022E1,1.532261012E0,1.647092924E2,2.106238691E0,3.000000000E0
2.179843946E2,6.045790478E1,2.481011551E1,6.489956194E1,1.554374990E0,1.531015028E2,2.178807074E0,3.000000000E0
2.189843733E2,6.045789746E1,2.481013855E1,6.473200238E1,1.560913685E0,1.412969107E2,2.205148877E0,3.000000000E0
2.199843525E2,6.045788760E1,2.481015433E1,6.452692057E1,1.563679334E0,1.430708611E2,2.236942875E0,3.000000000E0
2.209843323E2,6.045788020E1,2.481017636E1,6.443052318E1,1.529409454E0,1.379346794E2,2.298611595E0,3.000000000E0
2.219843109E2,6.045786691E1,2.481018646E1,6.426509214E1,1.565874984E0,1.511901477E2,2.381170482E0,3.000000000E0
2.229842904E2,6.045785339E1,2.481019475E1,6.300207346E1,1.478182588E0,1.635956169E2,2.398917482E0,3.000000000E0
2.239842699E2,6.045784164E1,2.481022909E1,6.387772861E1,1.641636227E0,1.495938351E2,2.479945119E0,3.196939878E0
2.249842495E2,6.045782941E1,2.481025292E1,6.390483658E1,1.639543938E0,1.479308749E2,2.463839787E0,3.286879716E0
2.259842287E2,6.045781299E1,2.481026576E1,6.317540904E1,1.650369822E0,1.551896971E2,2.484495745E0,3.379996676E0
2.269842087E2,6.045779695E1,2.481027788E1,6.389584112E1,1.667019797E0,1.605554619E2,2.504484040E0,3.347300506E0
2.279841871E2,6.045778266E1,2.481029879E1,6.386231285E1,1.614650943E0,1.545521956E2,2.554601264E0,3.646374726E0
2.289841672E2,6.045776834E1,2.481031790E1,6.378744197E1,1.616091490E0,1.527132197E2,2.623070836E0,3.667169387E0
2.299841468E2,6.045775395E1,2.481033281E1,6.295510801E1,1.608556311E0,1.543183976E2,2.641870891E0,3.609887416E0
2.309841266E2,6.045773913E1,2.481034123E1,6.143049764E1,1.460548336E0,1.608069013E2,2.648979798E0,3.259978380E0
2.319841062E2,6.045772388E1,2.481035129E1,6.055775902E1,1.391157055E0,1.668511338E2,2.726288217E0,3.078908832E0
2.329840851E2,6.045770538E1,2.481038173E1,6.061332049E1,1.557252169E0,1.558233417E2,2.779587118E0,3.239149987E0
2.339840654E2,6.045768519E1,2.481041308E1,6.141097556E1,1.805654759E0,1.488424579E2,2.891057488E0,3.396486778E0
2.349840447E2,6.045766073E1,2.481044610E1,5.961038422E1,2.202031728E0,1.518535453E2,3.075616809E0,3.389104157E0
2.359840246E2,6.045764528E1,2.481045303E1,5.819390194E1,1.832394218E0,1.588114101E2,3.104658936E0,3.223794695E0
2.369840047E2,6.045762263E1,2.481048942E1,5.956574415E1,2.121419887E0,1.499975855E2,3.186848720E0,3.282742058E0
2.379839845E2,6.045759575E1,2.481052705E1,6.176005836E1,2.396106252E0,1.478531640E2,3.236291470E0,3.347109901E0
2.389839636E2,6.045756757E1,2.481055995E1,6.137038784E1,2.648839092E0,1.485631308E2,3.265250188E0,3.243287582E0
2.399839439E2,6.045754252E1,2.481059315E1,6.048418106E1,2.577882238E0,1.488621579E2,3.313157105E0,3.377444083E0
2.409839242E2,6.045751127E1,2.481062607E1,5.892639956E1,2.474039428E0,1.550726241E2,3.320988083E0,3.473874174E0
2.419839034E2,6.045747260E1,2.481065236E1,5.985856560E1,2.767972167E0,1.700808542E2,3.350275297E0,3.681107699E0
2.429838834E2,6.045744502E1,2.481065280E1,5.986087559E1,2.707266198E0,1.819161386E2,3.337255628E0,3.824801136E0
2.439838634E2,6.045741620E1,2.481066511E1,6.044539980E1,2.615371461E0,1.828015106E2,3.334322822E0,3.974513623E0
2.449838436E2,6.045738379E1,2.481067763E1,6.031707602E1,2.833074593E0,1.793436375E2,3.269106997E0,3.996097181E0
2.459838221E2,6.045735177E1,2.481068830E1,6.141947946E1,2.953349176E0,1.794332015E2,3.205651682E0,4.016726900E0
2.469838027E2,6.045732710E1,2.481069094E1,6.036171884E1,2.687741080E0,1.789736878E2,3.145425963E0,3.883219434E0
2.479837824E2,6.045729925E1,2.481069597E1,6.091561887E1,2.665019437E0,1.793467414E2,3.112201268E0,3.971901049E0
2.489837620E2,6.045727130E1,2.481069753E1,6.098821749E1,2.630838956E0,1.824021650E2,3.098181887E0,4.171672546E0
2.499837425E2,6.045724498E1,2.481069939E1,6.034187355E1,2.553651040E0,1.836379319E2,3.085033334E0,3.982610724E0
2.509837216E2,6.045721588E1,2.481070614E1,6.197806609E1,2.664371931E0,1.821367641E2,3.097473100E0,3.980756932E0
2.519837019E2,6.045718784E1,2.481069607E1,5.920712150E1,2.745063036E0,1.880421389E2,3.042599447E0,3.802772413E0
2.529836820E2,6.045716336E1,2.481070179E1,5.894906020E1,2.591640597E0,1.836975191E2,2.995548095E0,3.813225718E0
2.539836621E2,6.045713943E1,2.481070097E1,5.999058412E1,2.548715566E0,1.830789340E2,2.976176342E0,3.836106082E0
2.549836416E2,6.045711407E1,2.481069492E1,5.908037673E1,2.543426746E0,1.880630130E2,2.927367573E0,3.715011526E0
2.559836221E2,6.045708992E1,2.481069259E1,5.892767731E1,2.481460544E0,1.866669227E2,2.880999195E0,3.700464472E0
2.569836009E2,6.045706538E1,2.481068721E1,5.855540994E1,2.502287771E0,1.882207961E2,2.867194207E0,3.549166222E0
2.579835809E2,6.045704274E1,2.481067096E1,5.687752002E1,2.416406135E0,1.980091107E2,2.833093307E0,3.575524686E0
2.589835610E2,6.045701928E1,2.481068124E1,5.695930931E1,2.367719611E0,1.858674367E2,2.799378242E0,3.462125188E0
2.599835416E2,6.045699003E1,2.481070623E1,5.701468095E1,2.602137949E0,1.709103430E2,2.759409339E0,3.426145594E0
2.609865054E2,6.045696431E1,2.481069796E1,5.700905448E1,2.614257102E0,1.795181794E2,2.774584335E0,3.535057520E0
2.619865257E2,6.045693931E1,2.481067938E1,5.696705374E1,2.613635512E0,1.922689945E2,2.798544151E0,3.849664640E0
2.629865059E2,6.045692191E1,2.481065586E1,5.340855367E1,2.322457626E0,2.080106231E2,2.824174237E0,3.697441507E0
2.639865052E2,6.045690254E1,2.481064047E1,5.169346308E1,2.173520595E0,2.133450026E2,2.786270316E0,3.517516340E0
2.649865057E2,6.045688212E1,2.481062729E1,5.136814987E1,2.071847056E0,2.110773638E2,2.805421373E0,3.597293600E0
2.659864639E2,6.045684597E1,2.481061727E1,5.607414837E1,2.520779979E0,2.017389786E2,2.892393809E0,3.337670862E0
2.669864551E2,6.045682174E1,2.481059337E1,5.647947664E1,2.563969050E0,2.016134936E2,2.939508907E0,3.433684690E0
2.679864467E2,6.045679938E1,2.481056595E1,5.436203158E1,2.515971104E0,2.065376824E2,2.952235389E0,3.398420744E0
2.689863997E2,6.045676806E1,2.481055216E1,5.700396645E1,2.614467739E0,2.009673762E2,2.949838093E0,3.456063558E0
2.699863892E2,6.045674322E1,2.481053835E1,5.721713547E1,2.468713416E0,1.979994438E2,2.916898422E0,3.548821906E0
2.709863789E2,6.045672057E1,2.481051466E1,5.750308113E1,2.416888305E0,2.039760033E2,2.898691103E0,3.614224152E0
2.719863261E2,6.045669947E1,2.481047795E1,5.703034293E1,2.500041168E0,2.144966967E2,2.853756540E0,3.740995979E0
2.729863125E2,6.045667329E1,2.481046307E1,5.679598452E1,2.532199740E0,2.066095361E2,2.835161119E0,4.023584581E0
2.739863007E2,6.045665059E1,2.481043234E1,5.493315824E1,2.553077138E0,2.117062778E2,2.859538797E0,3.837942980E0
2.749862500E2,6.045662268E1,2.481039905E1,5.441976380E1,2.622830017E0,2.154106621E2,2.880928696E0,3.761387054E0
2.759861985E2,6.045659483E1,2.481037244E1,5.476574350E1,2.740049350E0,2.148771836E2,2.961034531E0,3.742722120E0
2.769861498E2,6.045657540E1,2.481033968E1,5.484211050E1,2.573665342E0,2.195759890E2,2.957637704E0,3.699206912E0
2.779861025E2,6.045655663E1,2.481029883E1,5.426650884E1,2.636421489E0,2.254991922E2,2.944988978E0,3.737683018E0
2.789860574E2,6.045653262E1,2.481024233E1,5.497689642E1,2.839127775E0,2.322838549E2,2.897739534E0,3.947764152E0
2.799860127E2,6.045651169E1,2.481019214E1,5.461451274E1,2.904466069E0,2.340110716E2,2.869185718E0,3.874910842E0
2.809859695E2,6.045650274E1,2.481013123E1,5.410649806E1,2.915894494E0,2.458235986E2,2.831206461E0,3.702597457E0
2.819859283E2,6.045649311E1,2.481007156E1,5.454043505E1,2.920596230E0,2.522944127E2,2.789646150E0,3.503162163E0
2.829858874E2,6.045648385E1,2.481001100E1,5.223486934E1,2.937321198E0,2.548072643E2,2.750163831E0,3.291495921E0
2.839858482E2,6.045647777E1,2.480995865E1,5.188515337E1,2.784313566E0,2.574627093E2,2.712655615E0,3.201395034E0
2.849858092E2,6.045645178E1,2.480990225E1,5.331835129E1,2.908878502E0,2.468215461E2,2.705418875E0,3.266919850E0
2.859857723E2,6.045643558E1,2.480984880E1,5.449628638E1,2.884652623E0,2.444368793E2,2.670147948E0,3.219771946E0
2.869857345E2,6.045643101E1,2.480980396E1,5.286458524E1,2.611151004E0,2.504899267E2,2.636640547E0,3.093802724E0
2.879856999E2,6.045640924E1,2.480975646E1,5.343386841E1,2.769911173E0,2.398098937E2,2.604808527E0,3.057879045E0
2.889856644E2,6.045639267E1,2.480970433E1,5.373773364E1,2.955012495E0,2.379309666E2,2.593518693E0,3.000000000E0
2.899856296E2,6.045638287E1,2.480965072E1,5.220015263E1,2.976176616E0,2.408438081E2,2.563842748E0,3.068785435E0
2.909855963E2,6.045636373E1,2.480960208E1,5.276126481E1,2.909411595E0,2.362189531E2,2.547525308E0,3.031919815E0
2.919855626E2,6.045634875E1,2.480955101E1,5.283318197E1,2.853811647E0,2.394335161E2,2.555808864E0,3.171740754E0
2.929855310E2,6.045633248E1,2.480949956E1,5.402362114E1,2.844484566E0,2.382237232E2,2.528018437E0,3.293909099E0
2.939854987E2,6.045630916E1,2.480945601E1,5.388555408E1,2.989640473E0,2.290126889E2,2.501617533E0,3.307348951E0
2.949854676E2,6.045629733E1,2.480940568E1,5.251236012E1,2.912536456E0,2.347166760E2,2.476536659E0,3.223318053E0
2.959854363E2,6.045627748E1,2.480935977E1,5.352547627E1,2.919223944E0,2.325472336E2,2.452709808E0,3.224430288E0
2.969854065E2,6.045625877E1,2.480931084E1,5.319099092E1,2.986360559E0,2.324928141E2,2.430074332E0,3.058011287E0
2.979853761E2,6.045623984E1,2.480927086E1,5.264506664E1,2.798005627E0,2.288874416E2,2.408570620E0,3.017591692E0
2.989853470E2,6.045622195E1,2.480922893E1,5.273527385E1,2.782271208E0,2.300272598E2,2.388142100E0,3.000000000E0
2.999853177E2,6.045620757E1,2.480919537E1,5.316931314E1,2.536601376E0,2.300780964E2,2.368735005E0,3.000000000E0
3.009852890E2,6.045618932E1,2.480916131E1,5.291083253E1,2.498857171E0,2.252769187E2,2.350298273E0,3.000000000E0
3.019852601E2,6.045617152E1,2.480912174E1,5.242193228E1,2.738236652E0,2.252776832E2,2.332783370E0,3.000000000E0
3.029852327E2,6.045615571E1,2.480908363E1,5.219509523E1,2.731134284E0,2.273116635E2,2.316144196E0,3.000000000E0
3.039852046E2,6.045613706E1,2.480904280E1,5.178740067E1,2.785799210E0,2.285980693E2,2.300336988E0,3.000000000E0
3.049851766E2,6.045611918E1,2.480900186E1,5.211700353E1,2.771767469E0,2.278993610E2,2.285320138E0,3.000000000E0
3.059851500E2,6.045609834E1,2.480896849E1,5.215387741E1,2.730529535E0,2.218028633E2,2.271054136E0,3.000000000E0
3.069851230E2,6.045608123E1,2.480893305E1,5.231550804E1,2.629940908E0,2.220590275E2,2.257501430E0,3.000000000E0
3.079850955E2,6.045606706E1,2.480888338E1,5.228371273E1,2.834748920E0,2.307863933E2,2.244626359E0,3.000000000E0
3.089850689E2,6.045604949E1,2.480885560E1,5.261027352E1,2.614911869E0,2.246393240E2,2.232395040E0,3.000000000E0
3.099850428E2,6.045602979E1,2.480882466E1,5.257885529E1,2.587344196E0,2.218527296E2,2.220775293E0,3.000000000E0
3.109850167E2,6.045602386E1,2.480880186E1,5.251336884E1,1.244235107E0,2.281877108E2,2.209736521E0,3.000000000E0
3.119849912E2,6.045600443E1,2.480875318E1,5.255344543E1,2.474579132E0,2.305678006E2,2.199249711E0,3.000000000E0
3.129849646E2,6.045599308E1,2.480873505E1,5.213432395E1,1.270260746E0,2.284120727E2,2.189287211E0,3.000000000E0
3.139849391E2,6.045597294E1,2.480869682E1,5.225091632E1,1.517938232E0,2.269904944E2,2.203681515E0,3.000000000E0
3.149849125E2,6.045595562E1,2.480867243E1,5.213304529E1,1.493425878E0,2.196258514E2,2.193497436E0,3.000000000E0
3.159848874E2,6.045594168E1,2.480863775E1,5.167214508E1,1.257581108E0,2.251404171E2,2.183822548E0,3.000000000E0
3.169848623E2,6.045592373E1,2.480858925E1,5.098438433E1,2.252801724E0,2.297494276E2,2.194162520E0,3.000000000E0
3.179848377E2,6.045590999E1,2.480856374E1,5.229476595E1,1.653047683E0,2.288035973E2,2.184454397E0,3.000000000E0
3.189848120E2,6.045589289E1,2.480852677E1,5.261427066E1,1.861933911E0,2.295496061E2,2.175231682E0,3.000000000E0
3.199847871E2,6.045587758E1,2.480849636E1,5.229656078E1,1.432712447E0,2.287516190E2,2.194143422E0,3.000000000E0
3.209847622E2,6.045585723E1,2.480844800E1,5.196707628E1,1.902411325E0,2.317583777E2,2.232262092E0,3.000000000E0
3.219847379E2,6.045583971E1,2.480841610E1,5.223445115E1,1.709583584E0,2.275462117E2,2.237714021E0,3.000000000E0
3.229847133E2,6.045580237E1,2.480834382E1,5.168200480E1,3.775563193E0,2.254224604E2,2.306903505E0,3.000000000E0
3.239846882E2,6.045578277E1,2.480830055E1,5.143960284E1,3.334761206E0,2.266029077E2,2.315042134E0,3.000000000E0
3.249846637E2,6.045576267E1,2.480826706E1,5.190596383E1,2.945783172E0,2.252711492E2,2.325469765E0,3.000000000E0
3.259846398E2,6.045573934E1,2.480822513E1,5.145178471E1,3.049840629E0,2.276552609E2,2.316203819E0,3.000000000E0
3.269846150E2,6.045571855E1,2.480818681E1,5.159694046E1,2.882826641E0,2.274619545E2,2.300393625E0,3.000000000E0
3.279845903E2,6.045569691E1,2.480814629E1,5.153995353E1,2.849161477E0,2.263893077E2,2.297253690E0,3.000000000E0
3.289845666E2,6.045567464E1,2.480810238E1,5.174254826E1,2.925134115E0,2.273242636E2,2.282391007E0,3.000000000E0
3.299845421E2,6.045565497E1,2.480806139E1,5.211123547E1,2.851468371E0,2.278386380E2,2.268271468E0,3.000000000E0
3.309845179E2,6.045563263E1,2.480802083E1,5.179019722E1,2.902650773E0,2.246075842E2,2.254857886E0,3.000000000E0
3.319844942E2,6.045560766E1,2.480796639E1,5.231830797E1,3.317714104E0,2.262349982E2,2.242115002E0,3.000000000E0
3.329844698E2,6.045558855E1,2.480792328E1,5.196870516E1,3.038669230E0,2.243137887E2,2.230009252E0,3.000000000E0
3.339844452E2,6.045557170E1,2.480787842E1,5.116412371E1,2.915668161E0,2.269200233E2,2.218508775E0,3.000000000E0
3.349844218E2,6.045555067E1,2.480783561E1,5.111868647E1,2.920076484E0,2.285725348E2,2.207583336E0,3.000000000E0
3.359843980E2,6.045553026E1,2.480779576E1,5.090716911E1,2.849967827E0,2.273518590E2,2.197204180E0,3.000000000E0
3.369843739E2,6.045550835E1,2.480775531E1,5.123130049E1,2.923860777E0,2.251169495E2,2.187343975E0,3.000000000E0
3.379843497E2,6.045548990E1,2.480770556E1,5.064066313E1,3.014380193E0,2.291423136E2,2.177976764E0,3.000000000E0
3.389843260E2,6.045546759E1,2.480767022E1,5.104911721E1,2.924094734E0,2.261240140E2,2.169077918E0,3.000000000E0
3.399843020E2,6.045544761E1,2.480762936E1,5.101219738E1,2.920832677E0,2.261859536E2,2.160624029E0,3.000000000E0
3.409842783E2,6.045543021E1,2.480758462E1,5.144902829E1,2.923430461E0,2.262938895E2,2.152592834E0,3.000000000E0
3.419842548E2,6.045541191E1,2.480754855E1,5.153658619E1,2.812322017E0,2.234564422E2,2.144963201E0,3.000000000E0
3.429842308E2,6.045539462E1,2.480750218E1,5.086978574E1,2.917750755E0,2.268772152E2,2.137715048E0,3.000000000E0
3.439842067E2,6.045537334E1,2.480746193E1,5.062542350E1,2.967754772E0,2.262634844E2,2.130829297E0,3.000000000E0
3.449841831E2,6.045535375E1,2.480741902E1,5.042963294E1,2.958038000E0,2.269561746E2,2.124287830E0,3.000000000E0
3.459841597E2,6.045533349E1,2.480737493E1,5.025450152E1,3.046555836E0,2.280946709E2,2.118073427E0,3.000000000E0
3.469841360E2,6.045531439E1,2.480733402E1,5.075328042E1,2.922725201E0,2.283823621E2,2.112169743E0,3.000000000E0
3.479841127E2,6.045529474E1,2.480728982E1,5.037217334E1,2.919476699E0,2.282315987E2,2.106561253E0,3.000000000E0
3.489840890E2,6.045527309E1,2.480725504E1,5.121628772E1,2.894083758E0,2.238699358E2,2.101233186E0,3.000000000E0
3.499840652E2,6.045525345E1,2.480721616E1,5.128144609E1,2.822187042E0,2.235990413E2,2.096171520E0,3.000000000E0
3.509840416E2,6.045523259E1,2.480716814E1,5.147180660E1,3.018988308E0,2.269046597E2,2.091362943E0,3.000000000E0
3.519840178E2,6.045521591E1,2.480712343E1,5.145337787E1,2.878460465E0,2.301285171E2,2.086794802E0,3.000000000E0
3.529839940E2,6.045519330E1,2.480707492E1,5.140630560E1,3.144607872E0,2.283890263E2,2.082455058E0,3.000000000E0
3.539839708E2,6.045517225E1,2.480702968E1,5.069768081E1,3.217425370E0,2.278723275E2,2.078332300E0,3.000000000E0
3.549839472E2,6.045515250E1,2.480699768E1,5.099504840E1,2.953583730E0,2.226869509E2,2.074415692E0,3.000000000E0
3.559839236E2,6.045513254E1,2.480695387E1,5.132908973E1,2.984840663E0,2.247444225E2,2.070694907E0,3.000000000E0
3.569839001E2,6.045511035E1,2.480691050E1,5.159499180E1,3.063547379E0,2.244684024E2,2.067160158E0,3.000000000E0
3.579838769E2,6.045509139E1,2.480687170E1,5.115729250E1,2.923060949E0,2.244611291E2,2.063802145E0,3.000000000E0
3.589838535E2,6.045506933E1,2.480682875E1,5.181930210E1,2.987096711E0,2.271233951E2,2.060612025E0,3.000000000E0
3.599838302E2,6.045505307E1,2.480679093E1,5.174253725E1,2.797794441E0,2.271712609E2,2.057581421E0,3.000000000E0
3.609838055E2,6.045503457E1,2.480674738E1,5.178122860E1,2.844180376E0,2.279393189E2,2.054702349E0,3.000000000E0
3.619837831E2,6.045501820E1,2.480670099E1,5.123564874E1,2.925094936E0,2.316269618E2,2.051967234E0,3.000000000E0
3.629837593E2,6.045500438E1,2.480665821E1,5.116892975E1,2.814728783E0,2.312390837E2,2.049368878E0,3.000000000E0
3.639837356E2,6.045498236E1,2.480661801E1,5.127470931E1,2.880697991E0,2.264988822E2,2.046900426E0,3.000000000E0
3.649837118E2,6.045496759E1,2.480657279E1,5.112085051E1,2.865170514E0,2.299269091E2,2.044555407E0,3.000000000E0
3.659836901E2,6.045495416E1,2.480653885E1,5.071479877E1,2.577653002E0,2.288657693E2,2.042327651E0,3.000000000E0
3.669836655E2,6.045493822E1,2.480650864E1,5.062240618E1,2.397304752E0,2.255565943E2,2.040211286E0,3.000000000E0
3.679836423E2,6.045492366E1,2.480647240E1,5.148736880E1,2.444393412E0,2.285264886E2,2.038200744E0,3.000000000E0
3.689836178E2,6.045491945E1,2.480641920E1,5.196545905E1,2.511347642E0,2.438199606E2,2.036290711E0,3.000000000E0
3.699835943E2,6.045493082E1,2.480635644E1,5.178687056E1,2.837081591E0,2.698400438E2,2.034476148E0,3.000000000E0
3.709835716E2,6.045494149E1,2.480629569E1,5.066059779E1,3.126576191E0,2.843590085E2,2.032752334E0,3.000000000E0
3.719835483E2,6.045496662E1,2.480624796E1,4.966544150E1,3.440828320E0,3.022045078E2,2.031114671E0,3.000000000E0
3.729835249E2,6.045498433E1,2.480620972E1,5.015332617E1,3.007197883E0,3.091618971E2,2.029558925E0,3.000000000E0
3.739835007E2,6.045499734E1,2.480616698E1,5.137483631E1,2.781955424E0,3.080035559E2,2.028080971E0,3.000000000E0
3.749834775E2,6.045500096E1,2.480612915E1,4.919121254E1,2.329361197E0,2.974999546E2,2.026676939E0,3.000000000E0
3.759834540E2,6.045501009E1,2.480609431E1,4.769260168E1,2.157101194E0,2.944876889E2,2.025343095E0,3.000000000E0
3.769834307E2,6.045502446E1,2.480605720E1,4.683437702E1,2.324642288E0,2.978857914E2,2.024075920E0,3.000000000E0
3.779834069E2,6.045503738E1,2.480601366E1,4.728268983E1,2.417368997E0,3.005768806E2,2.022872113E0,3.000000000E0
3.789833838E2,6.045505111E1,2.480596451E1,4.825179992E1,2.655822904E0,3.011515042E2,2.021728500E0,3.000000000E0
3.799833606E2,6.045506092E1,2.480589664E1,4.903577495E1,2.950246879E0,2.944807618E2,2.020642102E0,3.000000000E0
3.809833374E2,6.045507270E1,2.480585555E1,4.886943863E1,2.733981432E0,2.968888861E2,2.019609975E0,3.000000000E0
3.819833142E2,6.045508630E1,2.480582687E1,4.789362873E1,2.457736732E0,3.034082984E2,2.018629465E0,3.000000000E0
3.829832901E2,6.045509941E1,2.480578195E1,4.822400846E1,2.551080128E0,3.045239455E2,2.017697984E0,3.000000000E0
3.839832667E2,6.045511078E1,2.480572970E1,4.944509542E1,2.585126790E0,3.038080426E2,2.022757623E0,3.000000000E0
3.849832432E2,6.045511624E1,2.480567496E1,5.039010399E1,2.685550945E0,2.922224529E2,2.021619721E0,3.000000000E0
3.859832200E2,6.045513307E1,2.480564329E1,4.930191438E1,2.527623578E0,3.020533813E2,2.020538745E0,3.000000000E0
3.869861929E2,6.045514840E1,2.480560976E1,4.857577815E1,2.514691915E0,3.075172213E2,2.019511797E0,3.000000000E0
3.879862093E2,6.045515759E1,2.480555448E1,4.872617262E1,2.762952003E0,2.988335293E2,2.019511771E0,3.000000000E0
3.889861870E2,6.045517151E1,2.480551295E1,4.857365119E1,2.774364823E0,3.005980434E2,2.018536201E0,3.000000000E0
3.899861947E2,6.045518075E1,2.480546583E1,4.928193272E1,2.701981326E0,2.974993686E2,2.017609368E0,3.000000000E0
3.909862031E2,6.045519601E1,2.480541997E1,4.950748714E1,2.698137234E0,3.007431382E2,2.016728928E0,3.000000000E0
3.919861721E2,6.045520726E1,2.480537203E1,4.995659771E1,2.731471506E0,2.984627842E2,2.015892467E0,3.000000000E0
3.929861720E2,6.045521662E1,2.480533358E1,4.978540253E1,2.506137479E0,2.976379931E2,2.015097815E0,3.000000000E0
3.939861718E2,6.045522620E1,2.480529325E1,4.951811797E1,2.457857504E0,2.955531378E2,2.014342905E0,3.000000000E0
3.949861299E2,6.045523950E1,2.480525543E1,4.823501763E1,2.486773171E0,3.008159173E2,2.013625768E0,3.000000000E0
3.959861264E2,6.045524964E1,2.480520691E1,4.976048185E1,2.679998768E0,2.953184426E2,2.012944498E0,3.000000000E0
3.969861220E2,6.045525900E1,2.480516460E1,4.934160953E1,2.597923463E0,2.941608958E2,2.012297262E0,3.000000000E0
3.979860779E2,6.045527074E1,2.480510804E1,5.041859760E1,2.854801668E0,2.927730911E2,2.011682371E0,3.000000000E0
3.989860710E2,6.045529140E1,2.480507101E1,5.035429832E1,2.845603353E0,3.060883388E2,2.011098293E0,3.000000000E0
3.999860654E2,6.045530571E1,2.480503138E1,5.020104446E1,2.689321257E0,3.078298158E2,2.010543389E0,3.000000000E0
4.009860204E2,6.045531704E1,2.480499433E1,4.897149478E1,2.503268072E0,3.070641281E2,2.010016202E0,3.000000000E0
4.019859734E2,6.045532750E1,2.480494720E1,4.884637741E1,2.452680997E0,3.029065375E2,2.009515388E0,3.000000000E0
4.029859281E2,6.045533802E1,2.480488799E1,5.017096963E1,2.676669416E0,2.983332683E2,2.009039632E0,3.000000000E0
4.039858841E2,6.045534792E1,2.480483700E1,5.023469552E1,2.746074167E0,2.948075215E2,2.008587657E0,3.000000000E0
4.049858403E2,6.045535875E1,2.480479526E1,5.052255365E1,2.664123767E0,2.948921766E2,2.008158279E0,3.000000000E0
4.059857985E2,6.045536885E1,2.480475189E1,5.021520136E1,2.589944787E0,2.964723924E2,2.007750354E0,3.000000000E0
4.069857578E2,6.045538168E1,2.480470745E1,4.999048461E1,2.593665907E0,2.983652240E2,2.011617405E0,3.000000000E0
4.079857179E2,6.045539416E1,2.480467330E1,4.970224520E1,2.446791309E0,3.012154181E2,2.011036527E0,3.000000000E0
4.089856794E2,6.045540675E1,2.480463565E1,4.954960306E1,2.471355822E0,3.032998858E2,2.010484695E0,3.000000000E0
4.099856409E2,6.045541693E1,2.480458245E1,5.036253046E1,2.729676730E0,2.972320496E2,2.009960452E0,3.000000000E0
4.109856030E2,6.045542864E1,2.480454383E1,5.035787471E1,2.601116776E0,2.969383426E2,2.009462433E0,3.000000000E0
4.119855671E2,6.045543931E1,2.480450281E1,5.009588664E1,2.621546079E0,2.945217202E2,2.008989323E0,3.000000000E0
4.129855307E2,6.045545465E1,2.480446155E1,4.955505225E1,2.661617330E0,3.003273893E2,2.008539859E0,3.000000000E0
4.139854966E2,6.045546714E1,2.480442213E1,4.975922393E1,2.574118851E0,3.033023992E2,2.011964759E0,3.000000000E0
4.149854614E2,6.045547405E1,2.480437853E1,4.897030650E1,2.468348202E0,2.968276693E2,2.021003592E0,3.000000000E0
4.159854279E2,6.045548343E1,2.480433235E1,4.914277841E1,2.526197119E0,2.948668686E2,2.019953400E0,3.000000000E0
4.169853945E2,6.045549313E1,2.480429222E1,4.925380983E1,2.415251599E0,2.952831970E2,2.018955734E0,3.000000000E0
4.179853613E2,6.045550144E1,2.480424261E1,4.998045567E1,2.574485626E0,2.921883839E2,2.018007945E0,3.000000000E0
4.189853297E2,6.045551634E1,2.480419765E1,4.934359495E1,2.650181419E0,2.978104829E2,2.017107547E0,3.000000000E0
4.199852962E2,6.045553151E1,2.480416865E1,4.860675451E1,2.517076361E0,3.057721735E2,2.016252160E0,3.000000000E0
4.209852653E2,6.045554024E1,2.480411915E1,4.941143264E1,2.735403686E0,2.963847309E2,2.015439552E0,3.000000000E0
4.219852344E2,6.045554913E1,2.480407532E1,4.931329619E1,2.663661480E0,2.941087440E2,2.014667583E0,3.000000000E0
4.229852037E2,6.045556316E1,2.480403463E1,5.029268126E1,2.689359645E0,2.981553096E2,2.013934194E0,3.000000000E0
4.239851731E2,6.045557337E1,2.480399387E1,4.965786966E1,2.672732986E0,2.951549161E2,2.013237488E0,3.000000000E0
4.249851443E2,6.045558917E1,2.480394484E1,4.966539867E1,2.805717994E0,2.980866137E2,2.012575606E0,3.000000000E0
4.259851140E2,6.045560213E1,2.480390294E1,4.940074374E1,2.800993933E0,3.007750723E2,2.011946797E0,3.000000000E0
4.269850839E2,6.045561246E1,2.480385817E1,5.007672607E1,2.765033839E0,2.987234476E2,2.011349465E0,3.000000000E0
4.279850549E2,6.045562045E1,2.480381292E1,5.040298316E1,2.668682966E0,2.942491406E2,2.010781995E0,3.000000000E0
4.289850260E2,6.045563088E1,2.480376891E1,5.027158714E1,2.659982746E0,2.943130278E2,2.010242881E0,3.000000000E0
4.299849973E2,6.045564576E1,2.480372991E1,5.011220449E1,2.678603601E0,3.017592652E2,2.011033235E0,3.000000000E0
